subject_name,subject_abbreviation,course_number,course_name
Italian (French and Italian),ITALIAN,182,Second Semester Italian Honors
Italian (French and Italian),ITALIAN,452,"Special Topics in Italian Studies: Culture, Film, Language"
Italian (French and Italian),ITALIAN,951,Seminar-Studies in Italian Literature
Italian (French and Italian),ITALIAN,322,Introduction to Italian Literature
Italian (French and Italian),ITALIAN,321,Introduction to Italian Literature
Italian (French and Italian),ITALIAN,698,Directed Study
Italian (French and Italian),ITALIAN,990,Individual Research
Italian (French and Italian),ITALIAN,201,Italian for Speakers of Other Romance Languages
Italian (French and Italian),ITALIAN,301,Italian for Reading Knowledge
Italian (French and Italian),ITALIAN,821,Issues in Methods of Teaching French and Italian
Italian (French and Italian),ITALIAN,101,First Semester Italian
Italian (French and Italian),ITALIAN,102,Second Semester Italian
Italian (French and Italian),ITALIAN,230,Modern Italian Culture
Italian (French and Italian),ITALIAN,635,Il Romanzo Italiano
Italian (French and Italian),ITALIAN,601,L'Ottocento
Italian (French and Italian),ITALIAN,671,Il Duecento
Italian (French and Italian),ITALIAN,651,Il Rinascimento
Italian (French and Italian),ITALIAN,817,null
Italian (French and Italian),ITALIAN,641,Il Seicento
Italian (French and Italian),ITALIAN,460,Italian Film
Italian (French and Italian),ITALIAN,423,Corso Di Stilistica Applicata
Italian (French and Italian),ITALIAN,451,Special Topics in Italian Lit
Italian (French and Italian),ITALIAN,799,Independent Study
Italian (French and Italian),ITALIAN,311,Advanced Italian Language
Italian (French and Italian),ITALIAN,453,"Special Topics in Italian Studies: Culture, Film, Language"
Italian (French and Italian),ITALIAN,732,Lineamenti Di Letteratura Italiana
Italian (French and Italian),ITALIAN,672,null
Italian (French and Italian),ITALIAN,312,Writing Workshop
Jewish Studies,JEWISH,681,Senior Honors Thesis
Jewish Studies,JEWISH,451,Biblical Archaeology
Jewish Studies,JEWISH,490,Topics in Jewish Studies
Jewish Studies,JEWISH,402,Topics in Modern Hebrew / Israeli Literature and Culture II
Jewish Studies,JEWISH,450,Undergrad Smr in Judaism&Arts
Jewish Studies,JEWISH,954,The Dead Sea Scrolls
Jewish Studies,JEWISH,953,Seminar-Pentateuchal Criticism
Jewish Studies,JEWISH,956,Smr-Early Biblicl Interpretatn
Jewish Studies,JEWISH,269,Yiddish Literature and Culture in Europe
Jewish Studies,JEWISH,699,Directed Study
Jewish Studies,JEWISH,401,Topics in Modern Hebrew / Israeli Literature and Culture I
Jewish Studies,JEWISH,533,Readings in Contemporary Hebrew Literature
Jewish Studies,JEWISH,236,Bascom Course
Jewish Studies,JEWISH,632,Advanced Topics in Jewish Philosophy and the Arts
Jewish Studies,JEWISH,319,Topics in Music and Ethnicity in the United States
Jewish Studies,JEWISH,534,Readings in Contemporary Hebrew Literature
Jewish Studies,JEWISH,593,Literature of Jewish Identity in America
Jewish Studies,JEWISH,230,Elementary Topics in Jewish Literature
Jewish Studies,JEWISH,318,Modern Jewish Literature
Jewish Studies,JEWISH,431,Intermediate Topics in Jewish History
Jewish Studies,JEWISH,514,"Biblical Texts, Poetry"
Jewish Studies,JEWISH,241,Introduction to Biblical Archaeology
Jewish Studies,JEWISH,301,Introduction to Hebrew Literature
Jewish Studies,JEWISH,356,"Jerusalem, Holy City of Conflict and Desire"
Jewish Studies,JEWISH,633,Adv Tpcs in Jewish St: Soc Sci
Jewish Studies,JEWISH,430,Intermediate Topics in Jewish Literature
Jewish Studies,JEWISH,302,Introduction to Hebrew Literature
Jewish Studies,JEWISH,625,"The Holocaust:Facts, Trials"
Jewish Studies,JEWISH,367,Israeli Fiction in Translation
Jewish Studies,JEWISH,233,Elementary Topics in Jewish Studies: Social Sciences
Jewish Studies,JEWISH,432,Intermediate Topics in Jewish Philosophy and the Arts
Jewish Studies,JEWISH,957,Linguis Appr to Biblicl Hebrew
Jewish Studies,JEWISH,452,Biblical Archaeology
Jewish Studies,JEWISH,955,Study-Relig of Ancient Israel
Jewish Studies,JEWISH,677,Independent Research for Majors
Jewish Studies,JEWISH,433,Intermediate Topics in Jewish Studies: Social Sciences
Jewish Studies,JEWISH,631,Advanced Topics in Jewish History
Jewish Studies,JEWISH,513,"Biblical Texts, Poetry"
Jewish Studies,JEWISH,202,Topics in Jewish Studies
Jewish Studies,JEWISH,959,Biblical Narrative
Jewish Studies,JEWISH,675,Research Colloquium for Majors
Jewish Studies,JEWISH,371,Topics-Jewish Civilization
Jewish Studies,JEWISH,958,Biblical Poetry
Jewish Studies,JEWISH,231,Elementary Topics in Jewish History
Jewish Studies,JEWISH,682,Senior Honors Thesis
Journalism and Mass Communication,JOURN,810,Mass Communicatn Law&Policy
Journalism and Mass Communication,JOURN,676,Special Topics in Mass Communication
Journalism and Mass Communication,JOURN,802,Mass Communication and Society
Journalism and Mass Communication,JOURN,646,Media and the Consumer
Journalism and Mass Communication,JOURN,475,Special Topics in Advanced Concepts and Skills
Journalism and Mass Communication,JOURN,990,Thesis
Journalism and Mass Communication,JOURN,420,Investigative Reporting
Journalism and Mass Communication,JOURN,699,Directed Study
Journalism and Mass Communication,JOURN,335,Principles and Practices of Reporting
Journalism and Mass Communication,JOURN,822,Global Communication
Journalism and Mass Communication,JOURN,800,Advanced Mass Media Practice
Journalism and Mass Communication,JOURN,447,Strategic Media Planning
Journalism and Mass Communication,JOURN,618,Mass Communication and Political Behavior
Journalism and Mass Communication,JOURN,682,Senior Honors Thesis
Journalism and Mass Communication,JOURN,621,Mass Communication in Developing Nations
Journalism and Mass Communication,JOURN,669,Literary Aspects of Journalism
Journalism and Mass Communication,JOURN,411,Multimedia Design
Journalism and Mass Communication,JOURN,564,Media and the Consumer
Journalism and Mass Communication,JOURN,417,Magazine Publishing
Journalism and Mass Communication,JOURN,805,Smr-Communicatn Rsch Method
Journalism and Mass Communication,JOURN,658,Communication Research Methods
Journalism and Mass Communication,JOURN,464,Public Relations Strategies
Journalism and Mass Communication,JOURN,565,Effects of Mass Communication
Journalism and Mass Communication,JOURN,839,Mass Communication and Culture
Journalism and Mass Communication,JOURN,870,Mass Communication and Societal Institutions
Journalism and Mass Communication,JOURN,405,Creative Nonfiction
Journalism and Mass Communication,JOURN,675,Topics in Government and Mass Media
Journalism and Mass Communication,JOURN,811,Conceptualization and Design of Mass Communication Research
Journalism and Mass Communication,JOURN,670,Community Service Learning: Technology for Social Change
Journalism and Mass Communication,JOURN,345,Principles and Practice of Strategic Communication
Journalism and Mass Communication,JOURN,664,Social Networks in Communication
Journalism and Mass Communication,JOURN,561,Mass Communication and Society
Journalism and Mass Communication,JOURN,801,Mass Communication and the Individual
Journalism and Mass Communication,JOURN,449,Account Planning and Strategy
Journalism and Mass Communication,JOURN,162,Mass Media in Multicultural America
Journalism and Mass Communication,JOURN,415,Science and Environmental Journalism
Journalism and Mass Communication,JOURN,419,Electronic News for Web and Broadcast
Journalism and Mass Communication,JOURN,614,Communication and Public Opinion
Journalism and Mass Communication,JOURN,812,Qualitative Communication Research Methods
Journalism and Mass Communication,JOURN,620,International Communication
Journalism and Mass Communication,JOURN,677,Concepts and Tools for Data Analysis and Visualization
Journalism and Mass Communication,JOURN,666,Professional Responsibility in Mass Communication
Journalism and Mass Communication,JOURN,902,Graduate Teaching Colloquium
Journalism and Mass Communication,JOURN,202,Mass Communication Practices
Journalism and Mass Communication,JOURN,176,Special Topics in Mass Communication
Journalism and Mass Communication,JOURN,691,Senior Thesis
Journalism and Mass Communication,JOURN,999,Independent Research Problems
Journalism and Mass Communication,JOURN,910,Smr-Mass Comm Law & Policy
Journalism and Mass Communication,JOURN,692,Senior Thesis
Journalism and Mass Communication,JOURN,849,Mass Communication and the Individual
Journalism and Mass Communication,JOURN,445,Creative Campaign Messages
Journalism and Mass Communication,JOURN,681,Senior Honors Thesis
Journalism and Mass Communication,JOURN,697,Internship
Journalism and Mass Communication,JOURN,698,Directed Study
Journalism and Mass Communication,JOURN,201,Introduction to Mass Communication
Journalism and Mass Communication,JOURN,404,Interpretation of Contemporary Affairs
Journalism and Mass Communication,JOURN,601,Colloquium in Professional Communication Careers
Journalism and Mass Communication,JOURN,559,Law of Mass Communication
Journalism and Mass Communication,JOURN,401,In-Depth Reporting
Journalism and Mass Communication,JOURN,830,Internatnl/Develpmnt Commun
Kinesiology,KINES,147,Tai Chi Ch'uan
Kinesiology,KINES,427,Fitness Testing and Exercise Prescription
Kinesiology,KINES,516,Physical Activity for Diverse Abilities
Kinesiology,KINES,991,Research in Physical Activity- Theory and Design
Kinesiology,KINES,690,Internship in Kinesiology
Kinesiology,KINES,315,Assessment and Research in Physical Activity Pedagogy
Kinesiology,KINES,358,Therapeutic Strategies in Athletic Training II
Kinesiology,KINES,327,Current Topics in Outdoor Pursuits
Kinesiology,KINES,332,Specialized Tchg Experience
Kinesiology,KINES,400,Organization and Administration of Athletic Training Programs
Kinesiology,KINES,774,Metabolic Responses to Exercise and Environmental Stress
Kinesiology,KINES,325,Group Development and Behavior Management
Kinesiology,KINES,127,Introduction to Athletic Training
Kinesiology,KINES,119,Introduction to Kinesiology
Kinesiology,KINES,317,Evaluation and Diagnosis of Orthopedic Conditions
Kinesiology,KINES,323,Phy Ed-Elem School Children
Kinesiology,KINES,900,Seminar in Kinesiology
Kinesiology,KINES,527,Principles of Strength and Conditioning
Kinesiology,KINES,390,Principles of Exercise Leadership
Kinesiology,KINES,145,Choosing To Move: Constructing an Active Lifestyle
Kinesiology,KINES,615,Laboratory Techniques in Exercise Physiology
Kinesiology,KINES,450,Clinical Field Experience in Athletic Training
Kinesiology,KINES,123,Living well: Lifestyle balance and health promotion for college students
Kinesiology,KINES,337,Human Anatomy
Kinesiology,KINES,375,Practicum in Physical Education
Kinesiology,KINES,116,First Aid and Basic Life Support
Kinesiology,KINES,457,Medical Problems of Exercise and Sports
Kinesiology,KINES,525,Nutrition in Physical Activity and Health
Kinesiology,KINES,960,Seminar-Motor Development
Kinesiology,KINES,301,Advanced Techniques in Athletic Training
Kinesiology,KINES,951,Seminar-Biomechanics
Kinesiology,KINES,316,Adapted Physical Activity
Kinesiology,KINES,314,Physiology of Exercise
Kinesiology,KINES,125,Adapted Fitness and Personal Training
Kinesiology,KINES,335,Methods of Teaching Elementary Physical Education
Kinesiology,KINES,361,Motor Learning and Performance
Kinesiology,KINES,955,Seminar - Physical Activity Epidemiology
Kinesiology,KINES,961,"Smr-Motor Control, Learning"
Kinesiology,KINES,779,Human Muscle Function in Health and Disease
Kinesiology,KINES,104,Aquatics
Kinesiology,KINES,499,Seminar in Athletic Training
Kinesiology,KINES,521,Physical Activity and Health
Kinesiology,KINES,618,Biomechanics
Kinesiology,KINES,329,Human Anatomy-Kinesiology
Kinesiology,KINES,227,Introduction to Clinical Anatomy of Human Movement
Kinesiology,KINES,999,Independent Reading
Kinesiology,KINES,365,Practicum: Adapted Physical Education
Kinesiology,KINES,100,"Exercise, Nutrition, and Health"
Kinesiology,KINES,990,Research or Thesis
Kinesiology,KINES,197,Techniques in Athletic Training
Kinesiology,KINES,851,Curric Dev in Phy Ed
Kinesiology,KINES,235,Human Physiology and Health
Kinesiology,KINES,721,Neural Basis for Movement
Kinesiology,KINES,140,Science and Practice of Resistance Training
Kinesiology,KINES,240,Methods of Teaching Invasion Games and Sports
Kinesiology,KINES,785,Human Occupation and Health
Kinesiology,KINES,121,Foundations of Physical Education
Kinesiology,KINES,861,Principles of Motor Control and Learning
Kinesiology,KINES,300,Practicum in Kinesiology
Kinesiology,KINES,700,Psychological Effects of Exercise
Kinesiology,KINES,355,Socio-Cultural Aspects of Physical Activity
Kinesiology,KINES,475,Seminar in Athletic Training
Kinesiology,KINES,417,Advanced Clinical Assessment Techniques in Athletic Training
Kinesiology,KINES,373,Methods of Teaching Secondary Sport Concepts and Skills
Kinesiology,KINES,531,Neural Control of Movement
Kinesiology,KINES,614,Biological Factors Influencing Exercise Performance
Kinesiology,KINES,800,Seminar-Exercise Psychology
Kinesiology,KINES,126,Gymnastics for Teaching
Kinesiology,KINES,412,Organization and Administration of Physical Education
Kinesiology,KINES,600,Advanced Exercise Psychology
Kinesiology,KINES,699,Independent Study
Kinesiology,KINES,321,Intro:Neural Basis-Movement
Kinesiology,KINES,350,Introduction to Exercise Psychology
Kinesiology,KINES,364,Assessment and Programming in Adapted Physical Education
Kinesiology,KINES,328,Human Anatomy
Kinesiology,KINES,953,Human Biodynamics Seminar
Kinesiology,KINES,134,Movement Techniques for Stress Management
Kinesiology,KINES,318,Biomechanics of Human Movement
Kinesiology,KINES,508,Workshop in Kinesiology
Kinesiology,KINES,590,Current Topics in Kinesiology
Kinesiology,KINES,338,Human Anatomy Laboratory
Kinesiology,KINES,115,Physiology of Human Performance
Kinesiology,KINES,371,Methods of Teaching PK-12 Dance and Gymnastics
Kinesiology,KINES,773,Cardiorespiratory Adaptions to Environment and Exercise
Kinesiology,KINES,360,Lifespan Motor Development
Kinesiology,KINES,462,Methods of Teaching Secondary Physical Education
Kinesiology,KINES,370,"Planning, Teaching and Assessment in Physical Education"
Kinesiology,KINES,372,Methods of Teaching PK-12 Educational Games and Fitness
Kinesiology,KINES,330,Research in Kinesiology
Kinesiology,KINES,775,Analyzing Teaching-Phys Ed
Kinesiology,KINES,129,Introduction to Yoga Practice
Kinesiology,KINES,885,Seminar in Occupation and Health
Kinesiology,KINES,399,Independent Study
Kinesiology,KINES,713,Neural Basis of Normal and Pathological Movement
Kinesiology,KINES,357,Therapeutic Strategies in Athletic Training I
Kinesiology,KINES,353,Health and Physical Education in a Multicultural Society
La Follette School of Public Affairs,PUB AFFR,869,Workshop in Public Affairs
La Follette School of Public Affairs,PUB AFFR,895,Performance Management
La Follette School of Public Affairs,PUB AFFR,841,Smr-Internatnl Bus & Gov
La Follette School of Public Affairs,PUB AFFR,818,Introduction to Statistical Methods for Public Policy Analysis
La Follette School of Public Affairs,PUB AFFR,420,Administrative Law
La Follette School of Public Affairs,PUB AFFR,857,Political Economy of Corruption and Good Governance
La Follette School of Public Affairs,PUB AFFR,883,"Politics of Poverty, Inequality, and Social Policy"
La Follette School of Public Affairs,PUB AFFR,856,"Trade, Competition, and Governance in a Global Economy"
La Follette School of Public Affairs,PUB AFFR,885,null
La Follette School of Public Affairs,PUB AFFR,799,Independent Reading
La Follette School of Public Affairs,PUB AFFR,874,Policy-Making Process
La Follette School of Public Affairs,PUB AFFR,875,Public Personnel Administration
La Follette School of Public Affairs,PUB AFFR,860,Workshop in International Public Affairs
La Follette School of Public Affairs,PUB AFFR,891,State and Local Government Finance
La Follette School of Public Affairs,PUB AFFR,795,Economics of Education
La Follette School of Public Affairs,PUB AFFR,802,Public Affairs Seminar Series
La Follette School of Public Affairs,PUB AFFR,854,Macroeconomic Policy and International Financial Regulation
La Follette School of Public Affairs,PUB AFFR,888,Comparative and National Social Policy
La Follette School of Public Affairs,PUB AFFR,819,Advanced Statistical Methods for Public Policy Analysis
La Follette School of Public Affairs,PUB AFFR,805,Gender Issues in International Educational Policy
La Follette School of Public Affairs,PUB AFFR,892,Public Budgeting
La Follette School of Public Affairs,PUB AFFR,873,Introduction to Policy Analysis
La Follette School of Public Affairs,PUB AFFR,530,Ethics&Values-Policy Making
La Follette School of Public Affairs,PUB AFFR,800,Public Affairs Professional Development Workshop
La Follette School of Public Affairs,PUB AFFR,820,Community Economic Analysis
La Follette School of Public Affairs,PUB AFFR,890,Federal Budget and Tax Policy and Administration
La Follette School of Public Affairs,PUB AFFR,864,Health Policy and Policy Design
La Follette School of Public Affairs,PUB AFFR,878,Public Management
La Follette School of Public Affairs,PUB AFFR,830,School Finance and Resource Allocation
La Follette School of Public Affairs,PUB AFFR,887,Nonprofit Leadership
La Follette School of Public Affairs,PUB AFFR,850,International Governance
La Follette School of Public Affairs,PUB AFFR,867,Gov Finance-Develpng Countries
La Follette School of Public Affairs,PUB AFFR,765,Issues in Educational Policy Analysis
La Follette School of Public Affairs,PUB AFFR,827,Administrative Internship
La Follette School of Public Affairs,PUB AFFR,724,The Politics of Persuasion: Soft Power in Europe and the U.S.
La Follette School of Public Affairs,PUB AFFR,974,Topics in Public Affairs
La Follette School of Public Affairs,PUB AFFR,871,Public Program Evaluation
La Follette School of Public Affairs,PUB AFFR,882,Social Welfare Policy & Mgmt
La Follette School of Public Affairs,PUB AFFR,880,Microeconomic Policy Analysis
Landscape Architecture,LAND ARC,270,Land Arc Workshop
Landscape Architecture,LAND ARC,201,Introductory Landscape Architecture Studio
Landscape Architecture,LAND ARC,351,Housing and Urban Design
Landscape Architecture,LAND ARC,375,Special Topics
Landscape Architecture,LAND ARC,666,Restoration Ecology
Landscape Architecture,LAND ARC,462,Regional Design
Landscape Architecture,LAND ARC,651,Plant Community Restoration and Management Workshop
Landscape Architecture,LAND ARC,699,Special Problems-Landscape Architecture
Landscape Architecture,LAND ARC,451,Open Space Planning and Design
Landscape Architecture,LAND ARC,710,Theories of Landscape Change
Landscape Architecture,LAND ARC,940,Graduate Seminar
Landscape Architecture,LAND ARC,263,Landscape Plants I
Landscape Architecture,LAND ARC,399,Coordinative Internship/Cooperative Education
Landscape Architecture,LAND ARC,321,Environment and Behavior Studio - Designing Health Promoting Environments
Landscape Architecture,LAND ARC,353,Landscape Architectural Technology I
Landscape Architecture,LAND ARC,565,Principles of Landscape Ecology
Landscape Architecture,LAND ARC,866,Seminar in Natural Plant Community Restoration and Management
Landscape Architecture,LAND ARC,551,Senior Project in Landscape Architecture
Landscape Architecture,LAND ARC,691,Senior Thesis
Landscape Architecture,LAND ARC,262,Landscape Inventory and Evaluation Methods
Landscape Architecture,LAND ARC,610,Landscape Architecture Seminar
Landscape Architecture,LAND ARC,999,Independent Studies
Landscape Architecture,LAND ARC,365,Planting Design I
Landscape Architecture,LAND ARC,354,Landscape Architectural Technology II
Landscape Architecture,LAND ARC,261,Principles of Landscape Architecture Design and Graphics
Landscape Architecture,LAND ARC,260,History of Landscape Architecture
Landscape Architecture,LAND ARC,681,Senior Honors Thesis
Landscape Architecture,LAND ARC,682,Senior Honors Thesis
Landscape Architecture,LAND ARC,677,Cultural Resource Preservation and Landscape History
Landscape Architecture,LAND ARC,299,Independent Studies
Landscape Architecture,LAND ARC,312,Graphics for Designers
Landscape Architecture,LAND ARC,990,Research
Landscape Architecture,LAND ARC,250,Survey of Landscape Architecture Design
Landscape Architecture,LAND ARC,740,Research in Landscape Architecture
Landscape Architecture,LAND ARC,550,Professional Practice in Landscape Architecture
Landscape Architecture,LAND ARC,720,Critical Inquiry into Landscape Design Expression
Languages and Cultures of Asia,LCA,373,Urdu Prose Fict-India&Pakistan
Languages and Cultures of Asia,LCA,815,Seminar: Interdisciplinary Approaches to Asia
Languages and Cultures of Asia,LCA,699,Directed Study
Languages and Cultures of Asia,LCA,615,Writing Travels
Languages and Cultures of Asia,LCA,692,Senior Thesis
Languages and Cultures of Asia,LCA,999,Individual Research
Languages and Cultures of Asia,LCA,682,Senior Honors Thesis
Languages and Cultures of Asia,LCA,361,Survey of Indonesian Cultures
Languages and Cultures of Asia,LCA,430,Language and Culture
Languages and Cultures of Asia,LCA,462,Anthropology of South Asia
Languages and Cultures of Asia,LCA,101,Intro to Literatures of Asia
Languages and Cultures of Asia,LCA,817,Seminar: Text in South Asia
Languages and Cultures of Asia,LCA,990,Research and Thesis
Languages and Cultures of Asia,LCA,266,Introduction to the Middle East
Languages and Cultures of Asia,LCA,413,Turkish Literature
Languages and Cultures of Asia,LCA,300,Topics in Languages and Cultures of Asia
Languages and Cultures of Asia,LCA,610,Prosmr:Intro-Turkic Linguis
Languages and Cultures of Asia,LCA,666,Proseminar: Studies in Literatures of Asia
Languages and Cultures of Asia,LCA,478,"Indian Writers Abroad: Literature, Diaspora and Globalization"
Languages and Cultures of Asia,LCA,600,Capstone Seminar in Asian Humanities
Languages and Cultures of Asia,LCA,873,Smr-Lang & Lit of S Asia
Languages and Cultures of Asia,LCA,850,Seminar in Turkic Studies
Languages and Cultures of Asia,LCA,403,Southeast Asian Literature
Languages and Cultures of Asia,LCA,236,Bascom Course
Languages and Cultures of Asia,LCA,314,Literatures of Central Asia
Languages and Cultures of Asia,LCA,802,Topics in Religions of Asia
Languages and Cultures of Asia,LCA,311,Modern Indian Literatures
Languages and Cultures of Asia,LCA,312,Classical Indian Literatures
Languages and Cultures of Asia,LCA,404,Southeast Asian Literature
Languages and Cultures of Asia,LCA,100,Introduction to Cultures of Asia
Languages and Cultures of Asia,LCA,799,Independent Study
Languages and Cultures of Asia,LCA,401,Modern Indonesian Literature
Languages and Cultures of Asia,LCA,441,Lang&Society-Southeast Asia
Languages and Cultures of Asia,LCA,640,Proseminar in Central Asian History
Languages and Cultures of Asia,LCA,681,Senior Honors Thesis
Languages and Cultures of Asia,LCA,579,Fiction and Ethnography in Turkey
Languages and Cultures of Asia,LCA,630,Proseminar: Studies in Cultures of Asia
Languages and Cultures of Asia,LCA,671,Structure of Thai
Languages and Cultures of Asia,LCA,691,Senior Thesis
Languages and Cultures of Asia - Languages,LCA LANG,306,Second Semester Filipino
Languages and Cultures of Asia - Languages,LCA LANG,510,Sixth Semester Indonesian
Languages and Cultures of Asia - Languages,LCA LANG,508,Sixth Semester Hmong
Languages and Cultures of Asia - Languages,LCA LANG,343,First Semester Uzbek
Languages and Cultures of Asia - Languages,LCA LANG,318,Second Semester Thai
Languages and Cultures of Asia - Languages,LCA LANG,367,First Semester Telugu
Languages and Cultures of Asia - Languages,LCA LANG,310,Second Semester Indonesian
Languages and Cultures of Asia - Languages,LCA LANG,544,Sixth Semester Uzbek
Languages and Cultures of Asia - Languages,LCA LANG,558,Sixth Semester Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,539,Fifth Semester Turkish and Azeri
Languages and Cultures of Asia - Languages,LCA LANG,631,Advanced Readings in Turkic Languages
Languages and Cultures of Asia - Languages,LCA LANG,504,Sixth Semester Burmese
Languages and Cultures of Asia - Languages,LCA LANG,406,Fourth Semester Filipino
Languages and Cultures of Asia - Languages,LCA LANG,470,Fourth Semester Modern Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,601,Seventh Semester Asian Language
Languages and Cultures of Asia - Languages,LCA LANG,320,Second Semester Vietnamese
Languages and Cultures of Asia - Languages,LCA LANG,475,Third Semester Sanskrit
Languages and Cultures of Asia - Languages,LCA LANG,454,Fourth Semester Hindi
Languages and Cultures of Asia - Languages,LCA LANG,653,Advanced Readings in Hindi Language
Languages and Cultures of Asia - Languages,LCA LANG,350,Second Semester Bengali
Languages and Cultures of Asia - Languages,LCA LANG,368,Second Semester Telugu
Languages and Cultures of Asia - Languages,LCA LANG,431,Third Semester Kazak
Languages and Cultures of Asia - Languages,LCA LANG,517,Fifth Semester Thai
Languages and Cultures of Asia - Languages,LCA LANG,464,Fourth Semester Persian
Languages and Cultures of Asia - Languages,LCA LANG,332,Second Semester Kazak
Languages and Cultures of Asia - Languages,LCA LANG,434,Fourth Semester Pashto
Languages and Cultures of Asia - Languages,LCA LANG,453,Third Semester Hindi
Languages and Cultures of Asia - Languages,LCA LANG,439,Third Semester Turkish
Languages and Cultures of Asia - Languages,LCA LANG,371,First Semester Urdu
Languages and Cultures of Asia - Languages,LCA LANG,354,Second Semester Hindi
Languages and Cultures of Asia - Languages,LCA LANG,433,Third Semester Pashto
Languages and Cultures of Asia - Languages,LCA LANG,557,Fifth Semester Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,375,First Semester Sanskrit
Languages and Cultures of Asia - Languages,LCA LANG,514,Sixth Semester Khmer
Languages and Cultures of Asia - Languages,LCA LANG,432,Fourth Semester Kazak
Languages and Cultures of Asia - Languages,LCA LANG,654,Advanced Readings in Hindi Lit
Languages and Cultures of Asia - Languages,LCA LANG,507,Fifth Semester Hmong
Languages and Cultures of Asia - Languages,LCA LANG,363,First Semester Persian
Languages and Cultures of Asia - Languages,LCA LANG,370,Second Semester Modern Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,309,First Semester Indonesian
Languages and Cultures of Asia - Languages,LCA LANG,340,Second Semester Turkish
Languages and Cultures of Asia - Languages,LCA LANG,463,Third Semester Persian
Languages and Cultures of Asia - Languages,LCA LANG,376,Second Semester Sanskrit
Languages and Cultures of Asia - Languages,LCA LANG,353,First Semester Hindi
Languages and Cultures of Asia - Languages,LCA LANG,418,Fourth Semester Thai
Languages and Cultures of Asia - Languages,LCA LANG,503,Fifth Semester Burmese
Languages and Cultures of Asia - Languages,LCA LANG,334,Second Semester Pashto
Languages and Cultures of Asia - Languages,LCA LANG,572,Sixth Semester Urdu
Languages and Cultures of Asia - Languages,LCA LANG,369,First Semester Modern Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,364,Second Semester Persian
Languages and Cultures of Asia - Languages,LCA LANG,344,Second Semester Uzbek
Languages and Cultures of Asia - Languages,LCA LANG,349,First Semester Bengali
Languages and Cultures of Asia - Languages,LCA LANG,305,First Semester Filipino
Languages and Cultures of Asia - Languages,LCA LANG,372,Second Semester Urdu
Languages and Cultures of Asia - Languages,LCA LANG,402,Fourth Semester Asian Language
Languages and Cultures of Asia - Languages,LCA LANG,417,Third Semester Thai
Languages and Cultures of Asia - Languages,LCA LANG,617,Thai Poetry
Languages and Cultures of Asia - Languages,LCA LANG,408,Fourth Semester Hmong
Languages and Cultures of Asia - Languages,LCA LANG,440,Fourth Semester Turkish
Languages and Cultures of Asia - Languages,LCA LANG,472,Fourth Semester Urdu
Languages and Cultures of Asia - Languages,LCA LANG,469,Third Semester Modern Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,540,Sixth Semester Turkish and Azeri
Languages and Cultures of Asia - Languages,LCA LANG,473,Third Semester Malayalam
Languages and Cultures of Asia - Languages,LCA LANG,333,First Semester Pashto
Languages and Cultures of Asia - Languages,LCA LANG,518,Sixth Semester Thai
Languages and Cultures of Asia - Languages,LCA LANG,571,Fifth Semester Urdu
Languages and Cultures of Asia - Languages,LCA LANG,313,First Semester Khmer
Languages and Cultures of Asia - Languages,LCA LANG,474,Fourth Semester Malayalam
Languages and Cultures of Asia - Languages,LCA LANG,519,Fifth Semester Vietnamese
Languages and Cultures of Asia - Languages,LCA LANG,564,Sixth Semester Persian
Languages and Cultures of Asia - Languages,LCA LANG,314,Second Semester Khmer
Languages and Cultures of Asia - Languages,LCA LANG,444,Fourth Semester Uzbek
Languages and Cultures of Asia - Languages,LCA LANG,532,Sixth Semester Kazak
Languages and Cultures of Asia - Languages,LCA LANG,401,Third Semester Asian Language
Languages and Cultures of Asia - Languages,LCA LANG,553,Fifth Semester Hindi
Languages and Cultures of Asia - Languages,LCA LANG,317,First Semester Thai
Languages and Cultures of Asia - Languages,LCA LANG,677,Advanced Readings in Tibetan
Languages and Cultures of Asia - Languages,LCA LANG,513,Fifth Semester Khmer
Languages and Cultures of Asia - Languages,LCA LANG,531,Fifth Semester Kazak
Languages and Cultures of Asia - Languages,LCA LANG,644,Readings in Otoman Turkish and Chagatay
Languages and Cultures of Asia - Languages,LCA LANG,414,Fourth Semester Khmer
Languages and Cultures of Asia - Languages,LCA LANG,319,First Semester Vietnamese
Languages and Cultures of Asia - Languages,LCA LANG,543,Fifth Semester Uzbek
Languages and Cultures of Asia - Languages,LCA LANG,405,Third Semester Filipino
Languages and Cultures of Asia - Languages,LCA LANG,413,Third Semester Khmer
Languages and Cultures of Asia - Languages,LCA LANG,409,Third Semester Indonesian
Languages and Cultures of Asia - Languages,LCA LANG,509,Fifth Semester Indonesian
Languages and Cultures of Asia - Languages,LCA LANG,675,Advanced Readings in Sanskrit
Languages and Cultures of Asia - Languages,LCA LANG,471,Third Semester Urdu
Languages and Cultures of Asia - Languages,LCA LANG,410,Fourth Semester Indonesian
Languages and Cultures of Asia - Languages,LCA LANG,307,First Semester Hmong
Languages and Cultures of Asia - Languages,LCA LANG,554,Sixth Semester Hindi
